tconst,primaryTitle,startYear,runtimeMinutes,genres,director_name
tt28267808,Etheria Film Night 2023,2023,,Horror,Nikki Taylor-Roberts
tt12373754,Belle,2023,93,"Fantasy,Horror",Max Gold
tt16898440,Fire with Fire,2023,76,Horror,Luke Bond
tt29717367,Twilight Zone: Curse of the Halloween Scare,2023,48,"Comedy,Horror",Zack LaChance
tt26785742,Ape vs. Mecha Ape,2023,84,"Action,Fantasy,Horror",Marc Gottlieb
tt37138615,Thriller Anthology Volume I,2023,66,"Horror,Thriller",Stuart Langfield
tt30114790,Gudiya,2023,141,Horror,Arunish Raaj Rohilla
tt32622896,Mother Mortis,2023,80,Horror,Balraj Kang
tt26626374,Telekinez,2023,92,"Horror,Mystery,Thriller",Konstantin Maksimov
tt37140462,Demonetized,2023,55,Horror,Dylan Mclean
tt15444432,The Blood Priestess,2023,,Horror,Arturo Alanis Garza
tt37140462,Demonetized,2023,55,Horror,Paul Jones Jr.
tt37140462,Demonetized,2023,55,Horror,Sage Grant Elbeck
tt27532058,Jin Khodam,2023,96,"Horror,Thriller",Tema Patrosza
tt28267808,Etheria Film Night 2023,2023,,Horror,Megan Swertlow
tt31722384,Brides of Boogeymen,2023,91,Horror,Zane Crowley
tt27532058,Jin Khodam,2023,96,"Horror,Thriller",Dedy Mercy
tt22498438,31 Ottobre,2023,,Horror,Andrea D'Emilio
tt14030816,Baghead,2023,94,"Horror,Mystery",Alberto Corredor
tt31067888,Dean of the Dead Presents: Holiday Horrors,2023,79,"Crime,Drama,Horror",Justin Wiggins
tt26656676,Isaac,2023,84,"Drama,Horror,Sci-Fi",Tariq Sayed
tt6512004,Death Metal,2023,85,Horror,Michael Kuciak
tt15773108,Es Gegant des Vedrà i altres rondaies,2023,77,"Family,Fantasy,Horror",Héctor Escandell
tt27519902,Sosok Ketiga,2023,99,"Drama,Horror,Thriller",Dedy Mercy
tt27147775,Pelet Tali Pocong,2023,77,Horror,Dedy Mercy
tt15520944,Underground,2023,100,Horror,Lars Janssen
tt10323428,Evil Lurks,2023,104,Horror,Aaron Hawkins
tt28427037,Frights and Fears Vol 1,2023,70,Horror,Kenneth Lawrence
tt11926672,Lantai 4,2023,99,"Horror,Thriller",Wahyu Nugroho
tt18973958,New Life,2023,85,"Horror,Thriller",John Rosman
tt14164374,Piero-tachi,2023,97,Horror,Wake Kita
tt26935804,Puzzle Box,2023,73,"Horror,Mystery,Thriller",Jack Dignan
tt27510796,Voot Bou,2023,,Horror,Eshan Haider
tt13297556,Horror-Scopes Volume One,2023,88,Horror,Tony Sands
tt11565160,The Y,2023,110,"Horror,Mystery,Thriller",Girideva Raaj
tt25971184,Parasite Lady,2023,52,Horror,Chris Alexander
tt23644572,Immersion,2023,109,Horror,Takashi Shimizu
tt13134902,Eleanor,2023,,"Drama,Horror",Robbie Barnes
tt13297556,Horror-Scopes Volume One,2023,88,Horror,Martin W. Payne
tt4996636,Unburied Tales,2023,,Horror,Poison Rouge
tt27671691,Sana,2023,102,Horror,Takashi Shimizu
tt15858688,The Haunting Lodge,2023,67,"Adventure,Horror,Thriller",Vera Whelpton
tt24017902,Carousel,2023,93,Horror,Simon Sandquist
tt15432096,Ghost 14,2023,79,Horror,Shane Gillis
tt1885411,The Devil Went Down to Islington,2023,,"Comedy,Horror",Daniel Wilson
tt27423042,House of Rooms,2023,84,Horror,Alexander Pfander
tt21304540,Axeman at Cutters Creek 2,2023,,Horror,Joston Ramon Theney
tt28265729,Namo Bhootatma 2,2023,141,"Comedy,Drama,Horror",Murali
tt24132084,Thorns,2023,91,"Horror,Sci-Fi",Douglas Schulze
tt30182769,Death of a Podcast,2023,,"Comedy,Drama,Horror",Ilya Melnikov
tt28535090,Paranormal Adventures: Haunted Voices,2023,61,"Documentary,Horror",Jason Kenzie
tt28818036,Searching for Sasquatch 9: They Feast in the Shadows,2023,80,"Documentary,Horror",Jason Kenzie
tt26473516,Vong Nhi,2023,118,"Drama,Horror,Thriller",Hoang Tuan Cuong
tt30182769,Death of a Podcast,2023,,"Comedy,Drama,Horror",Lauren Stoller
tt28325746,Mantra Surugana,2023,98,Horror,Dyan Sunu Prastowo
tt22299048,Pandemonium,2023,95,Horror,Quarxx
tt29255823,Mark of the Werebeard,2023,73,"Comedy,Horror",Nathan Barbour
tt13521006,Beau Is Afraid,2023,179,"Comedy,Drama,Horror",Ari Aster
tt17519798,Cabin Girl,2023,87,"Drama,Horror,Mystery",Jon D. Wagner
tt30182769,Death of a Podcast,2023,,"Comedy,Drama,Horror",Michael Stoller
tt33475712,Ringa Ringa Roses,2023,,Horror,Nitesh Mishra
tt26451161,Shadow House: 40 Years of Terror,2023,68,"Documentary,Horror",Thomas Marcum
tt21429366,Saranjana: Kota Ghaib,2023,98,"Adventure,Horror,Sci-Fi",Johansyah Jumberan
tt27301476,Haile: A Family Nightmare,2023,99,Horror,Alper Mestçi
tt30106281,"Haile 2: Var mi, Yok mu?",2023,86,"Horror,Thriller",Alper Mestçi
tt15858688,The Haunting Lodge,2023,67,"Adventure,Horror,Thriller",Kendall Whelpton
tt30028231,Cin Gelini,2023,93,"Horror,Thriller",Kadir Ergin
tt27430218,Attack of the Corn Zombies,2023,77,"Horror,Sci-Fi,Thriller",Steve Hermann
tt28116590,Unnatural Causes,2023,129,"Horror,Thriller",Julien Guiol
tt25037098,Desperate Souls,2023,101,Horror,Steve Hermann
tt14927264,Wayward Sons,2023,60,"Drama,Horror",Cole McCormack
tt27941169,Necronomicon,2023,73,Horror,Richard Driscoll
tt18828658,The Black Quarry,2023,,Horror,Corey Trahan
tt18075202,Growth,2023,,"Drama,Horror",Jacob Swafford
tt19224314,Wild Eyed and Wicked,2023,99,"Drama,Fantasy,Horror",Gordon Shoemaker Foxwood
tt30182769,Death of a Podcast,2023,,"Comedy,Drama,Horror",Oliver Augustin
tt22023218,You'll Never Find Me,2023,100,"Drama,Horror,Thriller",Josiah Allen
tt10092698,All Fun and Games,2023,96,"Horror,Thriller",Eren Celeboglu
tt20224994,Redhead,2023,97,"Drama,Horror,Thriller",Johnna Hodge
tt28941703,Pinoy Ghost Tales,2023,85,Horror,John Isaac Natividad
tt18110702,Bark,2023,90,"Horror,Thriller",Marc Schölermann
tt26659997,The Diary of Mrs. Winters,2023,,Horror,Rahyan Carlos
tt29232462,Perpetua Tenebris,2023,64,Horror,Tomás Larrinaga
tt29362059,Wakaf,2023,88,Horror,Adi Garin
tt26033670,CREEPYpasta w/ TrollMaster H8Eez,2023,,Horror,Josiah Pitchforth
tt26438643,Lanetli Miras: Yanlis Adres,2023,84,"Horror,Thriller",Omma Okan Kiliç
tt29793631,Blood Hunter: Revived and Enhanced,2023,91,Horror,Jack Shrum
tt26763320,L'home dels nassos,2023,90,"Drama,Fantasy,Horror",Abigail Schaaff
tt27867682,Pedagogue,2023,,"Horror,Thriller",Kevin Lucero Less
tt27647513,13,2023,,"Horror,Mystery,Thriller",Kevin Lucero Less
tt27635828,XXX-mas,2023,72,Horror,James Dean
tt14001846,Malice: Nu Gui,2023,45,Horror,Chaz Fenwick
tt15470856,Saint Drogo,2023,78,"Horror,Mystery",Michael J. Ahern
tt15470856,Saint Drogo,2023,78,"Horror,Mystery",Christopher Dalpe
tt35156693,Historias Cortas de Terror Vol. II,2023,,Horror,Zamir A. Hernandez
tt15470856,Saint Drogo,2023,78,"Horror,Mystery",Ryan Miller
tt15847826,The Hive,2023,86,"Horror,Sci-Fi,Thriller",Jared Allmond
tt30018013,Summa Lacerta,2023,,"Drama,Horror,Thriller",Kevin Lucero Less
tt12629540,"Mary Tyler, Millennial",2023,87,"Comedy,Horror",David Schrader
tt28690865,Friends Forever,2023,,Horror,Thomas Angeletti
tt15824990,The Cello,2023,120,"Horror,Mystery,Thriller",Darren Lynn Bousman
tt37677815,Carmilla Vive!,2023,78,Horror,Jeff Harder
tt27424891,Symbolicus Vol. 3,2023,111,Horror,Gore Filth
tt28307306,Susuk,2023,102,"Horror,Thriller",Ginanti Rona
tt28418991,521 North Main Street,2023,89,Horror,Marc Morales
tt17321810,Ditch Boys,2023,71,"Comedy,Horror",Thomas Hatz
tt8209702,Sleep,2023,95,"Horror,Mystery,Thriller",Jason Yu
tt11813708,Alive,2023,97,Horror,David Marantz
tt26742246,The Nabla,2023,,"Horror,Mystery,Thriller",Kevin Lucero Less
tt12748562,The Cuckoo's Curse,2023,103,"Fantasy,Horror,Thriller",Mar Targarona
tt33479105,Manor House Murder,2023,59,"Comedy,Horror",Aidan McKee
tt26234692,Modala Male,2023,145,"Comedy,Drama,Horror",Raaj Sharan
tt28697381,A Deadly Double Dose,2023,,"Comedy,Horror",Claire 'Fluff' Llewellyn
tt21415386,Ánima,2023,89,"Horror,Sci-Fi",Alejandro G. Alegre
tt26061580,Into the Shed,2023,52,"Adventure,Comedy,Horror",M.J. Ricciardi
tt28477894,Totem Chaser,2023,,Horror,George Tsouris
tt27628575,Mimì: Prince of Darkness,2023,103,"Drama,Horror,Romance",Brando De Sica
tt28309395,Bad CGI Gator,2023,58,"Comedy,Horror",Danny Draven
tt28717401,Nuchwana,2023,109,"Comedy,Horror",Dhruv Sankhala
tt26517669,In the middle of the woods,2023,56,Horror,Erik Blanc
tt14797408,Amityville Shark House,2023,80,Horror,Shawn C. Phillips
tt14500666,Free to a Bad Home,2023,80,Horror,Scott Hale
tt14500666,Free to a Bad Home,2023,80,Horror,Kameron Hale
tt26628567,The Black Mass,2023,82,"Biography,Crime,Horror",Devanny Pinn
tt15405486,Woods Witch,2023,96,"Comedy,Horror",Shawn C. Phillips
tt26256606,Fables for the Witching Hour,2023,82,Horror,Ahi Black
tt32543693,Snix: 30th Anniversary,2023,114,"Comedy,Documentary,Horror",James Rolfe
tt12439942,The Beast Comes at Midnight,2023,84,Horror,Christopher Jackson
tt27047417,Carnage Collection: Vicious Violence & Vengeance,2023,72,Horror,David Schmoeller
tt12391962,Debbie Does Demons,2023,74,Horror,Donald Farmer
tt27574270,Nundead,2023,,Horror,Donald Farmer
tt31038718,Built 2 Kill,2023,134,Horror,Marion Le Coroller
tt22854862,The Phantom,2023,,"Drama,Horror,Thriller",Vanessa Kao
tt25872924,Waktu Maghrib,2023,104,"Horror,Mystery,Thriller",Sidharta Tata
tt12165170,Justine,2023,81,"Drama,Horror",Alex Hernández
tt22050310,The Boogeyman: The Origin of the Myth,2023,91,"Adventure,Fantasy,Horror",Ángel Gómez Hernández
tt27588823,Decade of the Dead,2023,84,"Action,Horror,Thriller",Adam Deyoe
tt16537858,Bloody Nun: Last Rites,2023,,"Comedy,Crime,Horror",Will Collazo Jr.
tt28795838,Amityville Apocalypse,2023,86,Horror,Mark C. Fullhardt
tt16253628,Rapunzels Fluch 2,2023,80,"Horror,Mystery,Thriller",David Brückner
tt20764956,River Beauty,2023,90,"Horror,Mystery,Thriller",Robbie Lopez
tt27574270,Nundead,2023,,Horror,Robbie Lopez
tt4330378,The Greenies,2023,,"Drama,Fantasy,Horror",Willy Adkins
tt27935445,Teri Meri Kahaniyaan,2023,134,"Comedy,Drama,Horror",Nabeel Qureshi
tt27611612,Namasthe Ghost,2023,127,Horror,Bharath Nanda
tt29031126,Mount Chiak,2023,85,"Horror,Mystery,Thriller",Kim Sun-Ung
tt28795838,Amityville Apocalypse,2023,86,Horror,Marc Chindemi
tt16410284,Zombie Rage,2023,80,Horror,Ken Brewer
tt13261400,Brujería,2023,103,"Drama,Horror,Mystery",Dionicio Cepeda
tt28252817,The Oskars Fantasy,2023,108,"Comedy,Horror",Jules Katanyag
tt26770803,Anthology,2023,93,"Comedy,Horror,Mystery",Benjamin Lisitsin
tt7159092,David,2023,,"Action,Drama,Horror",Bargav
tt31067888,Dean of the Dead Presents: Holiday Horrors,2023,79,"Crime,Drama,Horror",Mark Felix Stewart
tt11678912,Working Class Goes to Hell,2023,127,"Drama,Horror",Mladen Djordjevic
tt26770574,The Circle of Death,2023,66,Horror,Scott Vangrootenbruel
tt27686460,Lucy,2023,,Horror,Jayleen S. Perez
tt21078792,Rewilding,2023,60,Horror,Ric Rawlins
tt22640398,V/H/S/85,2023,110,"Horror,Thriller",Natasha Kermani
tt26770803,Anthology,2023,93,"Comedy,Horror,Mystery",Nicholas Lisitsin
tt27829251,Barbatachtian 5: Alive,2023,76,Horror,Ian Austin
tt28329105,Hitch Hike,2023,74,Horror,Masafumi Yamada
tt28245754,Kade Dade Diyan Kade Pote Diyan,2023,147,"Comedy,Horror,Romance",Laddi Ghuman
tt15558266,"Goodnight, Light",2023,,Horror,Jeffrey Bruck
tt13798562,Bloody Letters,2023,60,"Drama,Horror",Amy Homberg
tt8492848,Three Mirrors Creature's Flashes of Flesh,2023,442,"Drama,Horror,Sci-Fi",Giuliano Tomassacci
tt14317980,Décolleté,2023,78,"Horror,Sci-Fi,Thriller",Deuandra T. Brown
tt32889714,The Record of Stan Frederick: The Abridged Pre-Series,2023,267,"Horror,Mystery",Valeria Santiago
tt26470386,Ecinni 4: Ecel,2023,,Horror,Mehmet Saglam
tt10356382,Hidden Within,2023,81,"Horror,Mystery,Thriller",Daniel Lasker
tt28035832,Karne the Taste of Meat,2023,,Horror,Paolo Bertola
tt29722945,Don't Turn Out the Lights,2023,109,Horror,Andy Fickman
tt28607628,What the hell did I just watch,2023,77,Horror,Nikita Shuliatev
tt27498099,The Last Boy on Earth,2023,97,"Adventure,Horror,Sci-Fi",Will Kindrick
tt30036849,Wendigo: The Wrath On Human Garbage,2023,90,Horror,James Baack
tt27860430,Kisah Tanah Jawa: Pocong Gundul,2023,107,Horror,Awi Suryadi
tt7268460,Feed the Reapers,2023,45,"Horror,Mystery,Thriller",Gero Samrey
tt15082864,Hunting for the Hag,2023,86,Horror,Paul A. Brooks
tt31156674,Hailey the Awakening,2023,50,Horror,Carl Collins Jr.
tt35855725,Ek Bhoot in the House,2023,117,Horror,Kkalindi Dave
tt28754394,Monster Inside: America's Most Extreme Haunted House,2023,87,"Crime,Documentary,Horror",Andrew Renzi
tt30052135,Dark Tales,2023,75,Horror,Fabio Colonna
tt28594068,Back Home,2023,102,"Drama,Horror",Nate Ki
tt15029062,The Burial,2023,82,Horror,Michael Escalante
tt21858808,Near,2023,90,Horror,Chris Good Goodwin
tt14381496,Wrong Way,2023,,Horror,Devendra Rajput
tt18372304,Hantu Baru,2023,103,"Comedy,Horror",Adink Liwutang
tt13638858,What You Wish For,2023,101,"Horror,Thriller",Nicholas Tomnay
tt12699576,Final Summer,2023,82,"Horror,Mystery",John Isberg
tt29340832,The dark,2023,,Horror,Jitendra Singh Gill
tt26941512,Maid Droid,2023,91,"Horror,Sci-Fi,Thriller",Rich Mallery
tt23186596,Blackout,2023,104,Horror,Larry Fessenden
tt27047448,Til Death Do Us Part,2023,111,"Action,Comedy,Horror",Timothy Woodward Jr.
tt26729484,Stab 3: Holiday Horror,2023,,Horror,Joshua Patrick Dudley
tt28105824,A Box Full of Spiders,2023,76,Horror,Kenny Brown
tt21148404,Kunjamminis Hospital,2023,122,"Comedy,Fantasy,Horror",Sanal Devan
tt17202164,Appendage,2023,94,"Drama,Horror",Anna Zlokovic
tt31067888,Dean of the Dead Presents: Holiday Horrors,2023,79,"Crime,Drama,Horror",Dean Sharp
tt23148560,Scalper,2023,83,"Horror,Mystery,Thriller",Chad Ferrin
tt12825586,As Certain as Death,2023,79,Horror,Hutch Dano
tt14988886,U Turn,2023,140,"Crime,Drama,Horror",Goswami Mahesh Gari Tulsigiri
tt18076250,Snake Hotel,2023,84,"Horror,Sci-Fi",Charles Solly
tt38691916,Unaware,2023,93,"Action,Drama,Horror",Ulises Cruz
tt15416136,Ambuja,2023,120,"Drama,Horror,Thriller",Srini
tt13515258,Oracle,2023,85,Horror,Daniel di Grado
tt29609422,Death Whisperer,2023,120,"Horror,Thriller",Taweewat Wantha
tt19363554,Sound of Silence,2023,93,"Drama,Horror",Daniel Lascar
tt16431882,Brooklyn 45,2023,92,"Drama,History,Horror",Ted Geoghegan
tt35887025,Blair Witch: The Reckoning - Theatrical Cut,2023,85,"Horror,Thriller",Florian Rives
tt14797408,Amityville Shark House,2023,80,Horror,Will Collazo Jr.
tt22234810,Breathing In,2023,105,"Drama,Horror,Thriller",Jaco Bouwer
tt27371852,Remember Me 2: Forget Me Not,2023,85,Horror,Steven M. Smith
tt17541886,The Morning After,2023,90,"Drama,Horror",Mathias Snedker
tt13477896,Don't Sleep,2023,117,"Drama,Horror",Semsak Visal
tt22815452,Nightmare Radio: The Night Stalker,2023,79,Horror,Ryan J. Thompson
tt30460383,The Soul Reaper,2023,109,Horror,Tran Huu Tan
tt31417299,The Ritual Black Nun,2023,106,Horror,Semsak Visal
tt16300962,When Evil Lurks,2023,99,Horror,Demián Rugna
tt13204356,Hell's Half Acre,2023,,Horror,John Patrick Tomasek
tt15161498,Meltdown: A Nuclear Family's Ascension into Madness,2023,85,"Horror,Thriller",Colton Van Til
tt20447452,Rival,2023,90,Horror,Justin Trombley
tt22444758,Bera: Ek Aghori,2023,125,"Horror,Romance,Thriller",Prem Dhiraal
tt27349978,The J-Horror Virus,2023,95,"Documentary,Horror",Sarah Appleton
tt28685968,Amityville Tea Bag,2023,,Horror,Nick Box
tt27616297,Amityville Elevator,2023,72,Horror,Nick Box
tt27623775,Amityville Frankenstein,2023,62,"Comedy,Family,Horror",Nick Box
tt27619384,Amityville Job Interview,2023,74,"Comedy,Horror,Musical",Nick Box
tt35934130,Adventure King,2023,80,"Action,Adventure,Horror",Luo Yingjie
tt35934192,Crocodile Island,2023,63,"Action,Horror",Zhou Hefeng
tt35934192,Crocodile Island,2023,63,"Action,Horror",Wu Seng
tt26256606,Fables for the Witching Hour,2023,82,Horror,Idelia Mars
tt38777157,Death Speaks Louder,2023,92,Horror,Katsumi Sasaki
tt27430218,Attack of the Corn Zombies,2023,77,"Horror,Sci-Fi,Thriller",Ashley Hefner
tt15893512,Locked In,2023,79,"Horror,Thriller",Chase Dudley
tt11714030,The Haunting of Hell Hole Mine,2023,107,"Drama,Horror,Mystery",Paul Collett
tt10160976,The Nun II,2023,110,"Horror,Mystery,Thriller",Michael Chaves
tt13110512,The United States of Horror: Chapter 3,2023,,Horror,Destiny Soria
tt28300201,El Apartamento,2023,87,Horror,Michael Kovich Jr.
tt27500319,Eulogy to Us,2023,106,Horror,Nick Kewin
tt26594993,Amelia's Children,2023,91,"Horror,Thriller",Gabriel Abrantes
tt18884402,Corridors,2023,74,"Horror,Thriller",Dane Alexander Peplinski
tt5778410,Cryptids,2023,85,Horror,Justin M. Seaman
tt30889046,Attack of the Killer Potatoes,2023,45,"Comedy,Horror",Rob Curbivore Chase
tt27539783,Death by Desire,2023,89,"Drama,Horror",Prime Cruz
tt14145436,Pet Sematary: Bloodlines,2023,87,"Fantasy,Horror",Lindsey Anderson Beer
tt23986476,Mind Leech,2023,60,Horror,Paul Krysinski
tt32438323,Welcome to the torture museum,2023,89,Horror,Andrea Bacci
tt24059624,Chi Musi Chi - Even Dead Desire Belonging,2023,,Horror,Yash Saini
tt21080296,Trinket Box,2023,103,Horror,Patrycja Kepa
tt13380324,Night Shift,2023,82,"Horror,Thriller",Paul China
tt11814322,Santastein,2023,87,"Comedy,Horror",Benjamin Edelman
tt28116590,Unnatural Causes,2023,129,"Horror,Thriller",Simon Rieth
tt28795838,Amityville Apocalypse,2023,86,Horror,Will Collazo Jr.
tt21116538,The Spicening,2023,67,"Horror,Sci-Fi,Thriller",Louis Zygmuncik IV
tt21116538,The Spicening,2023,67,"Horror,Sci-Fi,Thriller",Sean Delach Jr.
tt22813892,Emptiness,2023,,Horror,Onur Karaman
tt27172491,Astral,2023,70,Horror,Miguel Ángel Mengó
tt30831842,Bosq_Sintra_18,2023,60,Horror,Ruggiero Cilli
tt28234061,Zina,2023,75,Horror,Anastasiya Budakva
tt30828190,Red Night,2023,71,Horror,Collin Stafford
tt10918478,7Liars,2023,,"Action,Comedy,Horror",Tom Pilath
tt30828190,Red Night,2023,71,Horror,Beck Stafford
tt15671488,An Almost Classic Sonata,2023,,Horror,Jose Cantu
tt21839254,Soul Mates,2023,88,"Horror,Thriller",Mark Gantt
tt21158218,Buenos Aires BZ,2023,,Horror,Nicolás Ariel Fabiani
tt22085300,You Are Not Me,2023,98,"Horror,Thriller",Marisa Crespo
tt27798451,Mia,2023,91,Horror,Scott Alan Richards
tt16410284,Zombie Rage,2023,80,Horror,Johnny Lektrik
tt28022862,Chup,2023,,Horror,Ajitava Barat
tt20880360,Pendulum,2023,,Horror,Troy Hart
tt28022818,Bhoote Biswas Koren?,2023,,Horror,Ajitava Barat
tt28295842,SlashFM II,2023,88,Horror,Joao Augusto De Nardo
tt18968612,Fat Fleshy Fingers,2023,85,"Comedy,Fantasy,Horror",Anthony Cousins
tt22085300,You Are Not Me,2023,98,"Horror,Thriller",Moisés Romera
tt27161655,Wake Us Up,2023,131,Horror,Jermaine Williams
tt28374640,My Mother's Eyes,2023,94,"Fantasy,Horror,Sci-Fi",Takeshi Kushida
tt37257928,Yesterdays Rose,2023,96,"Horror,Mystery",Martin King
tt30762350,Witchcraft - No Mercy in The Dark,2023,,Horror,Nelakanti Surya Rahul
tt22780060,Camp Blood 666 Part 2: Exorcism of the Clown,2023,69,"Drama,Horror,Mystery",Will Collazo Jr.
tt21377766,Frogman,2023,81,Horror,Anthony Cousins
tt13399128,Motion Detected,2023,80,Horror,Sam Roseme
tt13015324,A Bimbo Babe Lost in Dinosaur Zombie Hell,2023,,"Comedy,Horror,Sci-Fi",Gavin Von Karls
tt27443854,Fangs Out,2023,85,Horror,Dennis Devine
tt27680683,Indie Adam Presents: A Grim Mini Series: Final Fracture,2023,45,"Documentary,Horror,Thriller",Adam R. Steigert
tt25967812,Iblis dalam Darah,2023,95,"Horror,Mystery",Yannie Sukarya
tt27574270,Nundead,2023,,Horror,Claude D. Miles
tt27047417,Carnage Collection: Vicious Violence & Vengeance,2023,72,Horror,Richard Elfman
tt15806838,The Trip,2023,113,Horror,Dean Jacobs
tt29793631,Blood Hunter: Revived and Enhanced,2023,91,Horror,Chuck Ellis
tt27644833,Indie Adam Presents: The Horrific Evil Monsters,2023,71,"Comedy,Documentary,Horror",Adam R. Steigert
tt27812638,The Poors,2023,,Horror,Joseph G. Bucci
tt16158790,Island of the Dolls,2023,78,Horror,Jack E. Bell
tt27329365,Vivrant,2023,119,Horror,Biswabhushan Mohapatra
tt14940390,Voice of Shadows,2023,90,Horror,Nicholas Bain
tt30647703,Athama Thallana,2023,145,Horror,SP Krishna Kyathmarnalli
tt27643962,Indie Adam Presents: FANG,2023,74,"Documentary,Horror,Thriller",Adam R. Steigert
tt5778410,Cryptids,2023,85,Horror,Billy 'Bloody Bill' Pon
tt27643514,Indie Adam Presents: Ombis Alien Invasion,2023,86,"Documentary,Horror,Sci-Fi",Adam R. Steigert
tt15470856,Saint Drogo,2023,78,"Horror,Mystery",Brandon Perras-Sanchez
tt29311466,Pandæmonium,2023,57,Horror,Brandon Gotto
tt14687418,The Tank,2023,100,"Horror,Mystery,Thriller",Scott Walker
tt13297556,Horror-Scopes Volume One,2023,88,Horror,Maria Lee Metheringham
tt30631923,My Vampyre Housemates,2023,,Horror,Woody Sackville-Jones
tt13297556,Horror-Scopes Volume One,2023,88,Horror,Richard Elson
tt22854862,The Phantom,2023,,"Drama,Horror,Thriller",Josh Akin
tt15512500,Video Shop Tales of Terror,2023,118,"Drama,Fantasy,Horror",Michael Fausti
tt26459697,Araf 6: Ölüm,2023,80,Horror,Tarik Karakulak
tt26815363,What Lies Under the Tree,2023,93,Horror,DeShon Hardy
tt18411838,Woman in the Maze,2023,101,"Horror,Mystery,Thriller",Mitesh Kumar Patel
tt22640398,V/H/S/85,2023,110,"Horror,Thriller",Scott Derrickson
tt21940950,DoodleTown: Jokes on you,2023,,Horror,Michael Mayo
tt29550960,A Grim Life,2023,45,"Fantasy,Horror",Adam R. Steigert
tt24667284,A Devil's Night in Detroit,2023,,Horror,Andre 'Coda Man' Williams Jr.
tt28432475,Twisted Fiction,2023,116,"Drama,Horror",Marc Fratto
tt7268460,Feed the Reapers,2023,45,"Horror,Mystery,Thriller",Robert Gryczke
tt27812638,The Poors,2023,,Horror,Ian Altenbaugh
tt30611573,Quy Cau,2023,99,Horror,Luu Thanh Luan
tt27424891,Symbolicus Vol. 3,2023,111,Horror,Ryan Logsdon
tt14494208,The Curse of the Clown Motel,2023,84,"Action,Horror",Asif Akbar
tt12830948,Fear,2023,98,Horror,Deon Taylor
tt24237066,Forest of Death,2023,75,Horror,Brendan Rudnicki
tt23853362,My First Horror Film,2023,87,"Comedy,Horror",Shihan Van Clief
tt30608955,Tik Tok,2023,180,Horror,Mathanakumar
tt23133412,Monster Grizzly,2023,82,Horror,Richard Douglas Jensen
tt20873488,Hidayah,2023,92,Horror,Dedy Kopola
tt27423042,House of Rooms,2023,84,Horror,Anthony Straeger
tt20247796,Antikalpa,2023,94,Horror,Philip Wen-Han Shih
tt22180308,Vivesini,2023,134,"Horror,Thriller",Bhavan Rajagopalan
tt28457018,The Judgment,2023,111,"Drama,Horror",Marwan Mokbel
tt15333160,The Pines,2023,90,Horror,Kim Caicedo
tt18952404,In Dreams,2023,80,"Horror,Thriller",Matías Moltrasio
tt28252746,Psychosis,2023,98,"Horror,Thriller",Pirie Martin
tt31639233,Kajal Karthika,2023,134,"Comedy,Drama,Horror",Deekay
tt15334154,Lion-Girl,2023,121,"Action,Fantasy,Horror",Kurando Mitsutake
tt27523511,Behind the Screams: The Making of Prisoners of the Dead,2023,,"Documentary,Horror",Adam R. Steigert
tt11879646,Day 13,2023,,"Action,Horror",Wael Abd-Allah
tt27521485,Behind the Screams: The Making of A Grim Becoming,2023,,"Documentary,Horror",Adam R. Steigert
tt15613864,The Nightgown,2023,76,Horror,Jared Masters
tt13226468,The Knock,2023,,Horror,John Ros
tt28622893,Mamántula,2023,49,"Crime,Horror,Mystery",Ion De Sosa
tt14696682,"Today Me, Tomorrow You",2023,88,"Drama,Horror",Sreejith Karanavar
tt18934038,Karungaapiyam,2023,134,"Horror,Thriller",Deekay
tt27453556,Behind the Screams: The Making of Fang,2023,,"Documentary,Horror",Adam R. Steigert
tt28021014,Horror in the Forest,2023,80,Horror,Brendan Rudnicki
tt29600551,Aigua Seca,2023,,"Drama,Horror,Mystery",Ferran Carbonell
tt20878256,Trapper's Edge,2023,,Horror,Jimmy Scanlon
tt26452098,Batil 2,2023,,Horror,Dursun Bedel
tt25135016,Ifrit-i Cin,2023,,Horror,Ertugrul Yüreklikul
tt12103444,Brain Hunter: New Breed,2023,,Horror,Michelle DiBernardo
tt25274968,Evlad-i Cin,2023,78,Horror,Suat Ergin
tt25275526,Tasbih Kosong,2023,105,Horror,Arie Achmad Buang
tt32645616,Samurai Ninja Onimanji,2023,116,"Action,Comedy,Horror",Yoshihiro Nishimura
tt35935218,Black Magic Play,2023,,Horror,Abdel Aziz El Moslem
tt25399036,The Sonneteer,2023,101,"Crime,Drama,Horror",Jawad Asaria
tt13694260,Nerdy Prudes Must Die,2023,146,"Comedy,Horror,Musical",Curt Mega
tt25668082,VIS - Vampire ipnotiche seduttrici,2023,87,Horror,Roger A. Fratter
tt19895130,The Ghost Within,2023,103,"Horror,Mystery",Lawrence Fowler
tt28166611,Soft Liquid Center,2023,82,Horror,Zachary Gutierrez
tt26457210,The Accident,2023,127,"Horror,Thriller",Chandrasekhar Duvvuri
tt14400246,Bird Box: Barcelona,2023,112,"Horror,Mystery,Sci-Fi",Àlex Pastor
tt32317821,The Cursed Island,2023,83,Horror,Dario Germani
tt12971854,Creepypasta,2023,84,Horror,Carlos Omar De Leon
tt12971854,Creepypasta,2023,84,Horror,Carlos Cobos Aroca
tt27498099,The Last Boy on Earth,2023,97,"Adventure,Horror,Sci-Fi",Mónica Mateo
