tconst,primaryTitle,startYear,runtimeMinutes,genres,director_name
tt1810543,Baby Shower,2011,100,Horror,Pablo Illanes
tt1981114,The Taking of Savannah,2011,,"Action,Crime,Horror",Jeff Chitty
tt0858422,Immortal Island,2011,84,"Adventure,Horror,Thriller",Robert W. Sterrett III
tt1795595,Exit 91 Summerland,2011,80,"Horror,Mystery,Romance",Josh Pomer
tt1686328,Hard Labor,2011,99,"Drama,Horror,Mystery",Juliana Rojas
tt2051823,Attack of the Alien Jelly Monsters from the Depths of Uranus,2011,,"Comedy,Horror,Sci-Fi",Justin Soponis
tt1877543,247°F,2011,88,"Horror,Thriller",Beqa Jguburia
tt1946230,Flickan med videokameran,2011,74,Horror,Kim Ekberg
tt1912401,Guerilla,2011,68,"Comedy,Horror",Lloyd Handley
tt1229404,Dead Stop,2011,82,Horror,Jonas Stolpe
tt1336005,Ratline,2011,104,"Crime,Drama,Horror",Eric Stanze
tt2140303,Project Ryan,2011,105,"Drama,Horror,Thriller",Melissa Bonne
tt1756615,Marianne,2011,103,"Drama,Fantasy,Horror",Filip Tegstedt
tt3915574,Karminsky-Grad,2011,90,"Horror,Sci-Fi",Jean-Jacques Rousseau
tt1507920,Fugue,2011,90,"Horror,Thriller",Barbara Stepansky
tt3430702,Unrated II: Scary as Hell,2011,72,Horror,Andreas Schnaas
tt1472192,The Moleman of Belmont Avenue,2011,90,"Comedy,Horror",Mike Bradecich
tt1777612,Demons Never Die,2011,93,"Horror,Thriller",Arjun Rose
tt1959381,Fang,2011,79,Horror,Jonathan Boushell
tt1933603,Scary Newspaper,2011,71,Horror,Ken'ichi Ohmori
tt1883221,I Hate L.A.,2011,,"Comedy,Horror,Mystery",Barbara Stepansky
tt1712159,11-11-11,2011,90,"Horror,Mystery,Thriller",Darren Lynn Bousman
tt1921130,The Poorhouse Revisited,2011,61,"Fantasy,Horror,Mystery",Frank Stapleton
tt1711018,Vile,2011,88,"Horror,Mystery",Taylor Sheridan
tt1156300,Deadtime Stories: Volume 2,2011,77,"Crime,Drama,Horror",Michael Fischa
tt1634121,Intruders,2011,100,"Fantasy,Horror,Thriller",Juan Carlos Fresnadillo
tt1756858,Viernes de Ánimas: El camino de las flores,2011,90,Horror,Raúl P. Gamez
tt3319180,The Shepherd,2011,45,Horror,Dan Andrusiak
tt8736118,Chaman,2011,87,Horror,Laurent Ronet
tt1880293,Ninja Zombies,2011,90,"Action,Horror",Noah Cooper
tt1429011,Cannibal,2011,98,Horror,Wolfgang Lehmkuhl
tt2036472,Turbo Zombi - Tampons of the Dead,2011,84,"Comedy,Horror",Christian Witte
tt2247910,Stab 5,2011,95,Horror,Joshua Patrick Dudley
tt2138042,Fantastic Tales Of The Unknown: The Movie,2011,77,Horror,Anil Dhokai
tt2127252,Al-Hijab,2011,90,"Horror,Mystery,Thriller",Mohd Pierre Andre
tt1687901,The Awakening,2011,102,"Drama,Horror,Mystery",Nick Murphy
tt6764078,Ulterior,2011,70,Horror,Jason Mehlhorn
tt2041301,Bad to the Jones,2011,81,"Action,Comedy,Horror",Marlon Ladd
tt8864896,T.O.R.R. Dawn of the Red,2011,70,"Action,Horror,Sci-Fi",Robert Towne
tt1721692,The Man in the Maze,2011,79,"Horror,Mystery",Mitesh Kumar Patel
tt1322398,The Last Death,2011,104,"Action,Drama,Horror",David Ruiz
tt1645126,Panman,2011,85,"Comedy,Horror,Romance",Dan Riesser
tt1853565,Found Footage,2011,64,Horror,Matt Doran
tt2064909,Purple Haze,2011,85,"Drama,Horror,Thriller",Lee Zellars
tt1846639,Los infectados,2011,75,"Drama,Horror",Alejandro G. Alegre
tt1738381,Who Else to Blame?,2011,97,"Crime,Horror,Thriller",Deuandra T. Brown
tt9172920,Night People,2011,,Horror,Michael Clinkenbeard
tt2106647,Snake,2011,68,Horror,Douglas Reese
tt1566637,The Afflicted,2011,85,"Horror,Thriller",Jason Stoddard
tt2077871,The Children of Dead Roses,2011,57,"Drama,Horror,Mystery",Matthew David Roe
tt6616200,The Rake,2011,50,Horror,Kenny Collins
tt1932702,Resurrection,2011,84,"Horror,Mystery,Thriller",Mohd Pierre Andre
tt1686018,Creature,2011,93,Horror,Fred Andrews
tt1699122,Italian Ghost Stories,2011,82,"Horror,Mystery",Marco Farina
tt1515199,Fertile Ground,2011,95,Horror,Adam Gierasch
tt1699122,Italian Ghost Stories,2011,82,"Horror,Mystery",Roberto Palma
tt1836212,All Superheroes Must Die,2011,78,"Horror,Sci-Fi,Thriller",Jason Trost
tt2132452,Slice,2011,,"Comedy,Horror",Pierre Edwards
tt2145661,Cult Vol. 1,2011,132,Horror,Iñaki San Román
tt1308745,The Absent,2011,81,"Horror,Thriller",Sage Bannick
tt1309183,The Locker,2011,96,"Horror,Thriller",Robert Paschall Jr.
tt1699122,Italian Ghost Stories,2011,82,"Horror,Mystery",Omar Protani
tt1699122,Italian Ghost Stories,2011,82,"Horror,Mystery",Stefano Prolli
tt1691454,The Bunnyman,2011,,"Animation,Fantasy,Horror",Jimmy ScreamerClauz
tt7882376,Tuunnu yald'attar,2011,56,"Horror,Mystery,Thriller",Yuriy Kharbanov
tt2385760,S.O.S.,2011,50,"Horror,Thriller",Sergio Quevedo
tt1553304,Mask Face,2011,95,"Drama,Horror,Mystery",C. Jenner Jose
tt15446166,The Diary of Anne Frankenstein,2011,,Horror,Gabriel Hans Durst
tt2285649,Pocong Minta Kawin,2011,84,"Comedy,Horror",Harry Suharyadi
tt2179109,KillFuck,2011,97,Horror,B. Jones
tt6054906,"Something Evil, Something Dangerous: New Moon Rising",2011,79,Horror,Richard Albiston
tt1986103,Point Pleasant,2011,,Horror,Gregory W. Brock
tt2420126,Celebrity Paranormal Lockdown Presents Broughton School,2011,74,Horror,Anthony Colliano
tt2285481,Metamorphosis,2011,54,Horror,Hajime Ohata
tt1922548,Apocrypha,2011,104,"Drama,Horror,Mystery",Michael Fredianelli
tt1416336,Extinction: The G.M.O. Chronicles,2011,110,"Drama,Horror,Sci-Fi",Niki Drozdowski
tt1699122,Italian Ghost Stories,2011,82,"Horror,Mystery",Andrea Gagliardi
tt1240540,D4,2011,98,"Action,Horror,Sci-Fi",Darrin Dickerson
tt1486846,The Melancholy Fantastic,2011,73,"Drama,Fantasy,Horror",A.D. Calvo
tt1811371,Underground,2011,87,Horror,Rafael Eisenman
tt4356114,Suicide Preachers,2011,,"Comedy,Horror,Sci-Fi",Nick Box
tt2072303,Zompyre Rising,2011,110,"Action,Horror,Thriller",Matt Hulme
tt1864494,Stormhouse,2011,88,"Action,Horror,Mystery",Dan Turner
tt1965090,Silver Cell,2011,72,Horror,William Victor Schotten
tt1825913,Paradise,2011,,"Drama,Horror,Thriller",Claude D. Miles
tt1806920,Houndz from Hell,2011,90,Horror,Jose Figueroa
tt1727252,Chillerama,2011,120,"Action,Comedy,Horror",Adam Green
tt10827142,After Party Massacre,2011,77,Horror,Kristoff Bates
tt2089759,P.O.E. Poetry of Eerie,2011,112,"Horror,Mystery",Bruno Di Marcello
tt1643222,Hell,2011,89,"Horror,Sci-Fi,Thriller",Tim Fehlbaum
tt1697878,Bite Marks,2011,84,"Comedy,Horror",Mark Bessenger
tt10827142,After Party Massacre,2011,77,Horror,Kyle Severn
tt1610996,Absentia,2011,87,"Drama,Horror,Mystery",Mike Flanagan
tt1820518,Cursed Bastards,2011,120,"Fantasy,Horror,Sci-Fi",Demián Rugna
tt2117979,The Bake Street Hauntings,2011,88,Horror,Michael Rocco
tt2272756,Windigo,2011,93,Horror,James Hardiment
tt2409968,Cold Blood,2011,45,Horror,Peter Ferris
tt2409978,Audition for a Vampire,2011,45,Horror,Peter Ferris
tt2099571,Bite Me Back II,2011,85,"Action,Comedy,Horror",Alcee H. Walker
tt1954509,Highway 91,2011,115,Horror,Sonny Fernandez
tt2152819,Regissören,2011,71,"Comedy,Fantasy,Horror",Ronny Carlsson
tt2050571,Mistaken,2011,60,"Comedy,Horror",Takayuki Ito
tt1594505,"L.A., I Hate You",2011,93,"Crime,Drama,Horror",Yvan Gauthier
tt2254066,Dai 3 byôren no oni,2011,89,Horror,Hiroyuki Kawasaki
tt1684589,Son-nim-1 Cheo-beon-jjae I-ya-gi,2011,83,"Horror,Thriller",Sang-Hwa Lee
tt2348974,Amarillo,2011,76,Horror,Ado Santana
tt1865337,Crimps,2011,91,"Horror,Mystery,Thriller",Michael Alderman
tt1633356,Shark Night,2011,90,"Action,Horror,Thriller",David R. Ellis
tt1725073,Penumbra,2011,90,"Horror,Thriller",Ramiro García Bogliano
tt1850459,Unwelcome,2011,94,"Horror,Thriller",Stefan Smith
tt6423546,The Ghost Must Be Crazy,2011,93,"Comedy,Horror",Boris Boo
tt1659234,The Wishing Box,2011,90,Horror,Robert Noel Gifford
tt5311044,Mrtvý autobus,2011,192,Horror,Dana Romansky
tt3181102,Shuddersome,2011,145,"Drama,Horror,Mystery",Ryan Willer
tt1989511,Ring of Curse,2011,94,Horror,Mari Asato
tt1844745,Noctambulous,2011,79,"Drama,Fantasy,Horror",Kelvin C. Bias
tt3225210,The 4 Movie,2011,103,Horror,Khom Kongkiat Khomsiri
tt3225210,The 4 Movie,2011,103,Horror,Nasorn Panungkasiri
tt6448572,Everything Comes to Light,2011,90,"Drama,Horror",Liqun Wang
tt1725073,Penumbra,2011,90,"Horror,Thriller",Adrian Garcia Bogliano
tt1979354,Evil Nurse 2,2011,80,"Comedy,Horror",Findo Purwono
tt1822265,Mr. Twistedface,2011,70,"Comedy,Drama,Horror",Ansel Faraj
tt1259521,The Cabin in the Woods,2011,95,"Horror,Mystery,Thriller",Drew Goddard
tt1909807,My Pure Joy,2011,100,"Comedy,Drama,Horror",James Cullen Bressack
tt1735179,Fresh Flesh,2011,92,"Comedy,Horror",Tirso Calero
tt1337022,The Shadows,2011,89,"Horror,Mystery,Romance",Paul Collett
tt1754506,Battleground,2011,89,"Action,Horror,Thriller",Neil Mackay
tt2075109,Bangin' Vengeance!,2011,80,"Horror,Romance,Thriller",Richard Mogg
tt2137184,One Hour to Die,2011,80,"Horror,Thriller",Philip Gardiner
tt1786724,Ancient Evil Unbound,2011,89,"Horror,Mystery,Thriller",Philip Gardiner
tt1703199,Grave Encounters,2011,92,"Fantasy,Horror,Mystery",Colin Minihan
tt1727885,Vamp U,2011,100,"Action,Comedy,Horror",Matt Jespersen
tt2145661,Cult Vol. 1,2011,132,Horror,Devanny Pinn
tt2389476,A Hard Day's Nightmare,2011,67,"Comedy,Horror,Musical",Richard Something
tt2136889,ED & The Awakening,2011,77,"Comedy,Horror,Sci-Fi",Patrick Love
tt2046130,Paranormal Haunting: The Curse of the Blue Moon Inn,2011,90,Horror,Philip Gardiner
tt1766203,Witch's Brew,2011,87,"Comedy,Horror",Chris LaMartina
tt2099571,Bite Me Back II,2011,85,"Action,Comedy,Horror",Mike Barry
tt1436046,Till Sunset,2011,72,"Horror,Mystery,Thriller",David Woods
tt1946131,Alien Zombie Invasion,2011,84,"Comedy,Horror,Sci-Fi",Joey Evans
tt1720172,Munger Road,2011,86,"Horror,Mystery,Thriller",Nicholas Smith
tt1179071,The Orphan Killer,2011,83,Horror,Matt Farnsworth
tt1921018,Mediatrix,2011,,"Comedy,Horror,Thriller",Cory Udler
tt2016336,Waterfront Inn,2011,80,"Horror,Mystery,Thriller",Joe Morford
tt1650537,Inkubus,2011,80,Horror,Glenn Ciano
tt1344303,Breath of Hate,2011,,"Drama,Horror,Romance",Sean Cain
tt2058715,The Rise of Jengo,2011,87,Horror,Joe Wheeler
tt1907768,Tempo di reazione,2011,96,"Drama,Horror,Thriller",Antonio Micciulli
tt1498878,The Whisperer in Darkness,2011,103,"Horror,Mystery,Sci-Fi",Sean Branney
tt5763018,Between Two Worlds,2011,90,"Horror,Thriller",Do Minh Vien
tt2095742,Paranormal Incident,2011,82,"Horror,Sci-Fi",Matthew Bolton
tt1900841,Brains!,2011,105,"Action,Horror,Thriller",Adolpho Navarro
tt1900855,Contagion: The Macabre World of the Zombie Hunter,2011,93,"Documentary,Horror",Larry Degala
tt1703911,Blind Alley,2011,76,"Horror,Thriller",Antonio Trashorras
tt0772179,Kill,2011,86,"Comedy,Horror,Thriller",Chad Archibald
tt2145661,Cult Vol. 1,2011,132,Horror,Rafa Martínez
tt1913106,Production Hell,2011,60,"Horror,Thriller",Dale Azzopardi
tt2016194,Foreclosure,2011,90,"Horror,Mystery,Thriller",Joe Morford
tt1906393,Hyde's Secret Nightmare,2011,122,"Adult,Horror",Domiziano Cristopharo
tt2089759,P.O.E. Poetry of Eerie,2011,112,"Horror,Mystery",Domiziano Cristopharo
tt1899175,Exsanguination,2011,74,"Comedy,Horror,Mystery",Stuart Brick
tt2145661,Cult Vol. 1,2011,132,Horror,Chris R. Notarile
tt2136860,Day in the Life of Doe,2011,75,Horror,Sean W. Adair
tt1932630,Dilarang Masuk,2011,90,"Horror,Thriller",Jeffrey Chiang
tt1691450,Plastic,2011,80,Horror,Jose Carlos Gomez
tt2473516,Nightmare,2011,90,Horror,Wai-Ying Yip
tt2157576,The Quacks,2011,46,"Comedy,Horror,Thriller",Elaine Watts
tt1908455,Among the Fallen,2011,60,Horror,Jay Shatzer
tt2089759,P.O.E. Poetry of Eerie,2011,112,"Horror,Mystery",Edo Tagliavini
tt1027820,Asylum Blackout,2011,85,"Horror,Thriller",Alexandre Courtès
tt1525890,The Caller,2011,92,"Drama,Horror,Mystery",Matthew Parkhill
tt1881001,Lucidity,2011,107,Horror,Christopher P. Smith
tt1859624,Through Hell,2011,73,Horror,Pedro Amador
tt1667416,Coffin,2011,95,"Crime,Horror,Mystery",Kipp Tribble
tt2642580,Ghost School,2011,90,"Comedy,Horror",Le Bao Trung
tt38192096,Night Song,2011,,Horror,Jeremy Benson
tt0772179,Kill,2011,86,"Comedy,Horror,Thriller",Gabriel Carrer
tt2032506,Vanished Girl in the Woods,2011,82,Horror,Ryûta Miyake
tt1767272,388 Arletta Avenue,2011,87,"Horror,Thriller",Randall Cole
tt2648138,The Melonheads,2011,53,Horror,Dake Lisak
tt1686327,The Oregonian,2011,81,"Horror,Mystery,Thriller",Calvin Lee Reeder
tt1707821,My Sucky Teen Romance,2011,77,"Comedy,Fantasy,Horror",Emily Hagins
tt1669564,Bloody Sin,2011,90,Horror,Domiziano Cristopharo
tt1248978,Javelina,2011,90,Horror,Barry Tubb
tt2078608,Emerald Lagoon,2011,70,"Adventure,Family,Horror",Bob Bragg
tt2070600,Angel of Shavano,2011,104,"Drama,Horror,Thriller",Paul Keehn
tt22740786,13 Real Asian Horror Stories,2011,76,"Drama,Horror,Mystery",Norio Tsuruta
tt1645126,Panman,2011,85,"Comedy,Horror,Romance",Jim Zaguroli
tt2592964,Mangrove Slasher 2,2011,47,Horror,Sean Haitz
tt1932676,Momok Jangan Panggil Aku,2011,98,Horror,M. Jamil
tt1883184,Falls the Shadow,2011,93,"Action,Horror,Thriller",Steven Berryessa
tt1980133,Heart of Death,2011,90,"Animation,Fantasy,Horror",Alicia Norman
tt1772850,Exit 33,2011,89,Horror,Tommy Brunswick
tt1870554,The Reunion,2011,,"Crime,Horror",Jeff Stewart
tt1986089,King's Game,2011,82,Horror,Norio Tsuruta
tt1265990,The Roommate,2011,91,"Drama,Horror,Thriller",Christian E. Christiansen
tt1820701,The Gerber Syndrome: il contagio,2011,88,"Drama,Horror,Sci-Fi",Maximilien Dejoie
tt1842532,Kotoko,2011,91,"Drama,Horror",Shin'ya Tsukamoto
tt2674252,Fear North,2011,62,"Comedy,Horror",Jessica Hyland
tt1634141,Kill Keith,2011,93,"Comedy,Horror",Andy Thompson
tt2674252,Fear North,2011,62,"Comedy,Horror",Jadin Leslie
tt1817730,Opus,2011,87,"Drama,Horror,Thriller",Micah Levin
tt1869470,Hollow,2011,91,"Horror,Mystery,Thriller",Michael Axelgaard
tt1993377,Out Go the Lights,2011,68,"Comedy,Horror,Thriller",David Condon
tt2163032,Coffee & Strippers,2011,108,"Comedy,Drama,Horror",David Condon
tt1073240,The Reverend,2011,98,Horror,Neil Jones
tt1825650,Always from Darkness,2011,87,Horror,Matt Brooks
tt2674252,Fear North,2011,62,"Comedy,Horror",Sandra Brace
tt2359441,Well of the Beast,2011,60,"Adventure,Fantasy,Horror",Emett Casey
tt2674252,Fear North,2011,62,"Comedy,Horror",Asha Haines
tt1993411,The Ascent,2011,92,"Drama,Horror,Thriller",Nemanja Becanovic
tt1821642,The Drachen Recruitment Experiment,2011,112,Horror,Matthew Martino
tt1986103,Point Pleasant,2011,,Horror,James William Smith
tt1723124,Inbred,2011,98,Horror,Alex Chandon
tt2139813,Doc. 33,2011,63,"Horror,Mystery,Thriller",Giacomo Gabrielli
tt1327699,Beg,2011,107,Horror,Kevin MacDonald
tt2089759,P.O.E. Poetry of Eerie,2011,112,"Horror,Mystery",Paolo Gaudio
tt1582270,The Dead Inside,2011,98,"Horror,Musical",Travis Betz
tt1686906,Psycho-Path: Mania,2011,71,"Horror,Thriller",Geraldine Winters
tt1667133,The Taint,2011,75,"Action,Comedy,Horror",Drew Bolduc
tt1941600,Masks,2011,112,"Horror,Mystery,Thriller",Andreas Marschall
tt1623765,Snow Beast,2011,88,"Adventure,Drama,Horror",Brian Brough
tt1754314,One Way Trip,2011,85,Horror,Markus Welter
tt1929180,Afraid of Sunrise,2011,56,Horror,Justin R. Romine
tt1946392,Shifter,2011,98,"Drama,Horror,Sci-Fi",Jason Xavier
tt2082276,Fractional,2011,93,"Crime,Horror,Thriller",Malcolm Deegan
tt1728976,Episode 50,2011,81,"Fantasy,Horror,Mystery",Joe Smalley
tt1386583,Infection: The Invasion Begins,2011,95,"Horror,Sci-Fi,Thriller",Howard Wexler
tt27399218,Horror: The Movie,2011,,Horror,Jason Teltow
tt3413116,Tonight You Die,2011,,Horror,Jim Roberts
tt1999851,Caustic Zombies,2011,,Horror,J.D. Ellenberger
tt1342115,The Inheritance,2011,85,"Horror,Thriller",Robert O'Hara
tt2089759,P.O.E. Poetry of Eerie,2011,112,"Horror,Mystery",Giuliano Giacomelli
tt1930408,Misteri Hantu Selular,2011,,Horror,Indra Tirtana
tt2153364,A Noite do Chupacabras,2011,104,"Action,Fantasy,Horror",Rodrigo Aragão
tt1611816,Miss December,2011,99,"Comedy,Horror,Romance",Derek Lindeman
tt1280013,Trail of Blood,2011,80,"Horror,Thriller",Justin Guerrieri
tt2069760,Dylan Dog: L'inizio,2011,,"Action,Comedy,Horror",Roberto D'Antona
tt2043932,New Kids Nitro,2011,77,"Action,Comedy,Horror",Steffen Haars
tt1517225,The Enemy,2011,108,"Drama,Horror,Mystery",Dejan Zecevic
tt1712578,The Devil's Rock,2011,83,Horror,Paul Campion
tt2116849,Bite Nite,2011,105,Horror,Scott Kunkle
tt1466568,Angle mort,2011,79,"Horror,Mystery,Thriller",Dominic James
tt27501530,Eye burnout,2011,83,Horror,Lucas Smith
tt0887143,Hyenas,2011,92,Horror,Eric Weston
tt1849106,Deep Within,2011,89,Horror,Federico Rizzo
tt1930434,Overtime,2011,81,"Comedy,Horror,Sci-Fi",Brian Cunningham
tt1421049,River of Darkness,2011,105,"Action,Horror,Thriller",Bruce Koehler
tt1930434,Overtime,2011,81,"Comedy,Horror,Sci-Fi",Matt Niehoff
tt1714127,The Devil's Business,2011,69,Horror,Sean Hogan
tt2043932,New Kids Nitro,2011,77,"Action,Comedy,Horror",Flip Van der Kuil
tt1932691,Penunggu Istana,2011,90,"Horror,Mystery,Thriller",Wan Hasliza Wan Zainuddin
tt2196486,Cannibal Feast,2011,,"Drama,Horror,Thriller",Carlo Rodriguez
tt1614456,Little Deaths,2011,94,Horror,Sean Hogan
tt1876425,Psycho Killer Bloodbath,2011,95,"Action,Horror,Thriller",Carlo Rodriguez
tt1871296,Jezebeth,2011,80,Horror,Damien Dante
tt1899100,American Ouija,2011,93,"Horror,Thriller",Bruce Koehler
tt2127357,Suatu Malam Kubur Berasap,2011,90,"Comedy,Horror,Mystery",Ernie Chen
tt1998305,Street View,2011,76,Horror,Soichiro Koga
tt1935909,The Hounds,2011,87,"Crime,Horror,Thriller",Maurizio del Piccolo
tt1954886,The Basement,2011,83,"Horror,Mystery,Thriller",Martin-André Young
tt1984177,White: The Melody of the Curse,2011,106,"Horror,Music,Mystery",Sun Kim
tt1868070,The Last Fashion Show,2011,96,"Crime,Drama,Horror",Carlo Vanzina
tt1954775,Redemption of the Undead,2011,83,Horror,Matt Somerville
tt37349293,Pumpkin Eyes,2011,61,Horror,Gary Whitson
tt3231764,The Cinderella,2011,,Horror,Sarawut Intaraprom
tt1861421,A Chinese Ghost Story,2011,100,"Fantasy,Horror",Wilson Yip
tt1645126,Panman,2011,85,"Comedy,Horror,Romance",Tim Pilleri
tt2096480,Hong Kong Ghost Stories,2011,97,Horror,Patrick Kong
tt1978554,The Legend of the Psychotic Forest Ranger,2011,78,"Comedy,Horror",Brad Mills
tt1984177,White: The Melody of the Curse,2011,106,"Horror,Music,Mystery",Gok Kim
tt1954374,Deadball,2011,99,"Comedy,Horror,Sport",Yûdai Yamaguchi
tt1863132,13th Sign,2011,98,Horror,Michael Donald Bryant
tt5192776,Ek Din Ek Raat,2011,,Horror,Dev Kumar Shrestha
tt2097254,Di ingon 'nato,2011,101,Horror,Ivan Zaldarriaga
tt1941515,Element (.245) Zombie,2011,90,"Action,Horror",Paul McConnell
tt1883277,Nevermore - Três Pesadelos e Um Delírio de Edgar Allan Poe,2011,45,"Fantasy,Horror,Mystery",Paulo Biscaia Filho
tt1293561,Gingerdead Man 3: Saturday Night Cleaver,2011,78,"Comedy,Fantasy,Horror",William Butler
tt1996306,Life Among the Undead,2011,60,"Comedy,Horror,Thriller",Ryan McGivern
tt4289578,Waree,2011,75,"Drama,Horror",Nokon Withurat
tt1920829,A Reckoning,2011,101,"Drama,Horror,Mystery",Andrew David Barker
tt1920860,Bloody Mary,2011,82,Horror,Charlie Vaughn
tt1942937,Over the Edge,2011,74,"Crime,Drama,Horror",Webster Forrest
tt1943681,Cámara 4,2011,65,"Comedy,Horror",R. Patricio Díaz
tt2271747,Video Nasty,2011,65,"Comedy,Horror",Jörg Buttgereit
tt1928169,Fjordbeistet,2011,,Horror,Joakim Eliassen
tt1974409,There Is No Undo,2011,106,"Drama,Horror,Thriller",Darren Lindquist
tt5763018,Between Two Worlds,2011,90,"Horror,Thriller",Vu Thai Hoa
tt1666188,Lilith,2011,98,Horror,Sridhar Reddy
tt1899109,Abomination,2011,84,"Drama,Horror",Ryan McLaughlin
tt1927136,Strange Rooms,2011,89,Horror,Randee Bayer-Spittel
tt1986015,Going Under,2011,83,"Action,Horror,Thriller",Carman Spoto
tt38046060,The Hypnotic Ring,2011,47,Horror,Gary Whitson
tt2251489,Slaughter Claus,2011,74,Horror,Charles E. Cullen
tt1808452,The Ideal,2011,96,"Fantasy,Horror,Thriller",Wes Tomasz Ciesla
tt2075310,Sleepwalker,2011,105,"Crime,Drama,Horror",Oxide Chun Pang
tt1965108,Spaceship Terror,2011,93,"Horror,Sci-Fi,Thriller",Harry Tchinski
tt1948016,Enkiri Village: Dead End Survival,2011,,Horror,Kôichi Tsubaki
tt1946230,Flickan med videokameran,2011,74,Horror,Johannes Hagman
tt2095813,Underground Lizard People,2011,64,"Horror,Thriller",Jared Cohn
tt1796607,Seance: The Summoning,2011,88,"Horror,Thriller",Alex Wright
tt1964474,Alicen's Diary,2011,78,"Documentary,Horror,Thriller",Michelle Karman
tt1922700,Revisited,2011,70,Horror,Kimberley Saylor
tt4841706,Fucker Apocalypse,2011,88,"Crime,Fantasy,Horror",David Charbonneau
tt1964474,Alicen's Diary,2011,78,"Documentary,Horror,Thriller",Michael Spence
tt2360114,Schoolgirl Apocalypse,2011,86,Horror,John Cairns
tt1951160,Kuru,2011,94,"Drama,Fantasy,Horror",Mike Booth
tt1667416,Coffin,2011,95,"Crime,Horror,Mystery",Derik Wingo
tt1934416,The Bailey Case,2011,110,Horror,Kelly Weaver
tt2096480,Hong Kong Ghost Stories,2011,97,Horror,Jing Wong
tt1992178,Masacradas,2011,,Horror,Juan José Betz
tt2187101,Terrorville,2011,72,"Horror,Thriller",Kenny Tan
tt1954894,The Bride of Diablo Canyon,2011,70,Horror,David Heynen
tt1961537,The Accomplice,2011,63,"Comedy,Crime,Horror",Nathan Howe
tt1988776,Schlaraffenhaus,2011,85,"Horror,Thriller",Marcel Walz
tt1821452,Hell-O-Ween,2011,78,Horror,Mark Burchett
tt1980198,Mysterious Island,2011,95,Horror,Kai-Cheung Chung
tt2089759,P.O.E. Poetry of Eerie,2011,112,"Horror,Mystery",Alessandro Giordani
tt1536421,I Am Nancy,2011,71,"Documentary,Horror",Arlene Marechal
tt2081343,Primitive,2011,85,Horror,Benjamin Cooper
tt1979162,13 Cara Memanggil Setan,2011,80,Horror,A. Liong Wong
tt3398414,Larmes de sang,2011,82,Horror,Laitan Faranpojo
tt33980868,Th3 Pit,2011,80,Horror,Filippo De Masi
tt2104076,Plaga Zombie: Zona Mutante: Revolución Tóxica,2011,91,"Action,Comedy,Horror",Pablo Parés
tt1614456,Little Deaths,2011,94,Horror,Andrew Parkinson
tt3456124,A Antropóloga,2011,90,"Horror,Mystery",Zeca Pires
tt2138042,Fantastic Tales Of The Unknown: The Movie,2011,77,Horror,Micah Troublefield
tt1825698,Bulong,2011,105,"Comedy,Horror",Chito S. Roño
tt38638098,The Final,2011,,Horror,David Hewitt
tt1728217,Tomie: Unlimited,2011,85,Horror,Noboru Iguchi
tt2219638,The Collective,2011,110,"Horror,Sci-Fi,Thriller",Thomas Berdinski
tt6082460,Krabogeddon,2011,65,"Comedy,Horror,Thriller",Anton Kredlov
tt2093142,Horor,2011,,Horror,Dominic Ross
tt1753753,Eaters,2011,94,Horror,Luca Boni
tt2074425,Rasuk,2011,91,"Comedy,Horror,Mystery",S. Baldev Singh
tt1572194,The Hike,2011,83,Horror,Rupert Bryan
tt1728976,Episode 50,2011,81,"Fantasy,Horror,Mystery",Tess Smalley
tt1808076,Documenting the Grey Man,2011,73,Horror,Wayne Capps
tt1629447,The Exile,2011,,"Action,Horror,Sci-Fi",Will Warner
tt2367954,Strip Mahjong: Battle Royale,2011,77,"Horror,Thriller",Mac P. Forever
tt21965296,Mortified,2011,,Horror,Ali Stolar
tt1027755,Tied in Blood,2011,88,"Drama,Horror,Mystery",Matthew J. Lawrence
tt1980971,Ghosts of Old Shanghai,2011,91,"Horror,Thriller",Eric Heise
tt1833038,Mary,2011,63,Horror,Mitsuhiro Mihara
tt1992222,Soul Catcher,2011,80,"Documentary,Horror,Thriller",Philip Adrian Booth
tt2016845,Aagaah: The Warning,2011,,"Drama,Horror,Thriller",Karan Razdan
tt1985235,The Last Light,2011,85,Horror,George Clarke
tt1625327,Fear Not,2011,,Horror,Nicolo Dominick Gullo
tt1934381,Sector 7,2011,101,"Action,Horror,Sci-Fi",Kim Ji-hoon
tt1766143,Serving Up Richard,2011,106,Horror,Henry Olek
tt4856256,The Pervert,2011,50,Horror,Justin Chapman
tt2034026,Kanchana: Muni 2,2011,171,"Action,Comedy,Horror",Raghava Lawrence
tt1861307,Deadly Detour,2011,75,Horror,Mike O'Mahony
tt2139683,Bleed Out,2011,90,"Horror,Mystery,Thriller",Dutch Marich
tt1999067,15: Inside the Mind of a Serial Killer,2011,116,"Horror,Thriller",Jason Hawkins
tt2156635,A Haunting at Giger State University,2011,82,Horror,Malcolm Rector
tt2093099,The Truth of Lie,2011,98,"Drama,Horror,Thriller",Roland Reber
tt1756407,Ballet d'action,2011,50,"Drama,Horror,Mystery",Alexander Fog
tt1810861,Zombadings 1: Patayin sa shokot si Remington,2011,96,"Comedy,Horror,Romance",Jade Castro
tt1533058,Julia X,2011,92,"Comedy,Horror,Thriller",P.J. Pettiette
